D3ANA,3º ALFA A NOTURNO - DIREITO - 0011
D3ANB,3º ALFA B NOTURNO - DIREITO - 0023
D3BDA,3º BETA DIURNO - DIREITO - 0013
D3GNA,3º GAMA A NOTURNO - DIREITO - 0012
D3GNB,3º GAMA B NOTURNO - DIREITO - 0024
D5ADA,5º ALFA DIURNO - DIREITO - 0034
D5ANA,5º ALFA NOTURNO - DIREITO - 0035
D5GNA,5º GAMA NOTURNO - DIREITO - 0036
D6ADA,6º ALFA DIURNO - DIREITO - 0041
D6ANA,6º ALFA A NOTURNO - DIREITO - 0042
D6ANB,6º ALFA B NOTURNO - DIREITO - 0044
D6GNA,6º GAMA A NOTURNO - DIREITO - 0043
D6GNB,6º GAMA B NOTURNO - DIREITO - 0045
D3ANA,3º ALFA A NOTURNO - DIREITO - 0011
D3ANB,3º ALFA B NOTURNO - DIREITO - 0023
D3BDA,3º BETA DIURNO - DIREITO - 0013
D3GNA,3º GAMA A NOTURNO - DIREITO - 0012
D3GNB,3º GAMA B NOTURNO - DIREITO - 0024
D5ADA,5º ALFA DIURNO - DIREITO - 0034
D5ANA,5º ALFA NOTURNO - DIREITO - 0035
D5GNA,5º GAMA NOTURNO - DIREITO - 0036
D3ANA,3º ALFA A NOTURNO - DIREITO - 0011
D3ANB,3º ALFA B NOTURNO - DIREITO - 0023
D3BDA,3º BETA DIURNO - DIREITO - 0013
D3GNA,3º GAMA A NOTURNO - DIREITO - 0012
D3GNB,3º GAMA B NOTURNO - DIREITO - 0024
D5ADA,5º ALFA DIURNO - DIREITO - 0034
D5ANA,5º ALFA NOTURNO - DIREITO - 0035
D5GNA,5º GAMA NOTURNO - DIREITO - 0036
D6ADA,6º ALFA DIURNO - DIREITO - 0041
D6ANA,6º ALFA A NOTURNO - DIREITO - 0042
D6ANB,6º ALFA B NOTURNO - DIREITO - 0044
D6GNA,6º GAMA A NOTURNO - DIREITO - 0043
D6GNB,6º GAMA B NOTURNO - DIREITO - 0045
D3ANA,3º ALFA A NOTURNO - DIREITO - 0011
D3ANB,3º ALFA B NOTURNO - DIREITO - 0023
D3BDA,3º BETA DIURNO - DIREITO - 0013
D3GNA,3º GAMA A NOTURNO - DIREITO - 0012
D3GNB,3º GAMA B NOTURNO - DIREITO - 0024
D5ADA,5º ALFA DIURNO - DIREITO - 0034
D5ANA,5º ALFA NOTURNO - DIREITO - 0035
D5GNA,5º GAMA NOTURNO - DIREITO - 0036
D6ADA,6º ALFA DIURNO - DIREITO - 0041
D6ANA,6º ALFA A NOTURNO - DIREITO - 0042
D6ANB,6º ALFA B NOTURNO - DIREITO - 0044
D6GNA,6º GAMA A NOTURNO - DIREITO - 0043
D6GNB,6º GAMA B NOTURNO - DIREITO - 0045
D5ADA,5º ALFA DIURNO - DIREITO - 0034
D5ANA,5º ALFA NOTURNO - DIREITO - 0035
D5GNA,5º GAMA NOTURNO - DIREITO - 0036
D6ADA,6º ALFA DIURNO - DIREITO - 0041
D6ANA,6º ALFA A NOTURNO - DIREITO - 0042
D6ANB,6º ALFA B NOTURNO - DIREITO - 0044
D6GNA,6º GAMA A NOTURNO - DIREITO - 0043
D6GNB,6º GAMA B NOTURNO - DIREITO - 0045
D1ANA,1º ALFA NOTURNO - DIREITO - 0001
D1BNA,1º BETA NOTURNO - DIREITO - 0002
D1GNA,1º GAMA NOTURNO - DIREITO - 0003
D2ANA,2º ALFA NOTURNO - DIREITO - 007
D1ANA,1º ALFA NOTURNO - DIREITO - 0001
D1BNA,1º BETA NOTURNO - DIREITO - 0002
D1GNA,1º GAMA NOTURNO - DIREITO - 0003
D3ANA,3º ALFA A NOTURNO - DIREITO - 0011
D3ANB,3º ALFA B NOTURNO - DIREITO - 0023
D3BDA,3º BETA DIURNO - DIREITO - 0013
D3GNA,3º GAMA A NOTURNO - DIREITO - 0012
D3GNB,3º GAMA B NOTURNO - DIREITO - 0024
D3ANA,3º ALFA A NOTURNO - DIREITO - 0011
D3ANB,3º ALFA B NOTURNO - DIREITO - 0023
D3BDA,3º BETA DIURNO - DIREITO - 0013
D3GNA,3º GAMA A NOTURNO - DIREITO - 0012
D3GNB,3º GAMA B NOTURNO - DIREITO - 0024
D1ANA,1º ALFA NOTURNO - DIREITO - 0001
D1BNA,1º BETA NOTURNO - DIREITO - 0002
D1GNA,1º GAMA NOTURNO - DIREITO - 0003
D2ANA,2º ALFA NOTURNO - DIREITO - 007
D1ANA,1º ALFA NOTURNO - DIREITO - 0001
D1BNA,1º BETA NOTURNO - DIREITO - 0002
D1GNA,1º GAMA NOTURNO - DIREITO - 0003
D1ANA,1º ALFA NOTURNO - DIREITO - 0001
D1BNA,1º BETA NOTURNO - DIREITO - 0002
D1GNA,1º GAMA NOTURNO - DIREITO - 0003
D1ANA,1º ALFA NOTURNO - DIREITO - 0001
D1BNA,1º BETA NOTURNO - DIREITO - 0002
D1GNA,1º GAMA NOTURNO - DIREITO - 0003
D2ANA,2º ALFA NOTURNO - DIREITO - 007
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
D2ANA,2º ALFA NOTURNO - DIREITO
D7AD,7º ALFA DIURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D2ANA,2º ALFA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D5GNA,5º GAMA NOTURNO - DIREITO
D7AD,7º ALFA DIURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D5GNA,5º GAMA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D5GNA,5º GAMA NOTURNO - DIREITO
D7AD,7º ALFA DIURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D5GNA,5º GAMA NOTURNO - DIREITO
D7AD,7º ALFA DIURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D5GNA,5º GAMA NOTURNO - DIREITO
D7AD,7º ALFA DIURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
D7AD,7º ALFA DIURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D2ANA,2º ALFA NOTURNO - DIREITO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
D2ANA,2º ALFA NOTURNO - DIREITO
D7AD,7º ALFA DIURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D8AD,8º ALFA DIURNO - DIREITO
D8AN,8º ALFA NOTURNO - DIREITO
D8GN,8º GAMA NOTURNO - DIREITO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
D2ANA,2º ALFA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
SIS1ANA,1º ALFA A NOTURNO - SISTEMAS DE INFORMAÇÃO
SIS1ANB,1º ALFA B NOTURNO - SISTEMAS DE INFORMAÇÃO
NUT1ANA,1º ALFA A NOTURNO - NUTRIÇÃO
NUT1ANB,1º ALFA B NOTURNO - NUTRIÇÃO
NUT1GNA,1º GAMA A NOTURNO - NUTRIÇÃO
NUT1GNB,1º GAMA B NOTURNO - NUTRIÇÃO
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M2BDA,2º BETA A DIURNO - MEDICINA
M3ADA,3º ALFA A DIURNO - MEDICINA
M3ADB,3º ALFA B DIURNO - MEDICINA
M3GDA,3º GAMA A DIURNO - MEDICINA
M3GDB,3º GAMA B DIURNO - MEDICINA
NUT1ANA,1º ALFA A NOTURNO - NUTRIÇÃO
NUT1ANB,1º ALFA B NOTURNO - NUTRIÇÃO
NUT1GNA,1º GAMA A NOTURNO - NUTRIÇÃO
NUT1GNB,1º GAMA B NOTURNO - NUTRIÇÃO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
M2BDA,2º BETA A DIURNO - MEDICINA
M3ADA,3º ALFA A DIURNO - MEDICINA
M3ADB,3º ALFA B DIURNO - MEDICINA
M3GDA,3º GAMA A DIURNO - MEDICINA
M3GDB,3º GAMA B DIURNO - MEDICINA
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M2BDA,2º BETA A DIURNO - MEDICINA
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M2BDA,2º BETA A DIURNO - MEDICINA
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M2BDA,2º BETA A DIURNO - MEDICINA
D2ANA,2º ALFA NOTURNO - DIREITO
NUT1ANA,1º ALFA A NOTURNO - NUTRIÇÃO
NUT1ANB,1º ALFA B NOTURNO - NUTRIÇÃO
NUT1GNA,1º GAMA A NOTURNO - NUTRIÇÃO
NUT1GNB,1º GAMA B NOTURNO - NUTRIÇÃO
M3ADA,3º ALFA A DIURNO - MEDICINA
M3ADB,3º ALFA B DIURNO - MEDICINA
M3GDA,3º GAMA A DIURNO - MEDICINA
M3GDB,3º GAMA B DIURNO - MEDICINA
D6ANA,6º ALFA NOTURNO - DIREITO
D7ANA,7º GAMA NOTURNO - DIREITO
D7GNA,7º GAMA NOTURNO - DIREITO
D10AD,10º ALFA DIURNO - DIREITO
D10ANA,10º ALFA NOTURNO - DIREITO
D10GNA,10º GAMA NOTURNO - DIREITO
D2ANA,2º ALFA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D3GNA,3º GAMA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D6ANA,6º ALFA NOTURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D7GNA,7º GAMA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D3GNA,3º GAMA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D3GNA,3º GAMA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D10AD,10º ALFA DIURNO - DIREITO
D10ANA,10º ALFA NOTURNO - DIREITO
D10GNA,10º GAMA NOTURNO - DIREITO
D6ANA,6º ALFA NOTURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D7GNA,7º GAMA NOTURNO - DIREITO
D9AD,9º ALFA DIURNO - DIREITO
D9ANA,9º ALFA NOTURNO - DIREITO
D10AD,10º ALFA DIURNO - DIREITO
D10ANA,10º ALFA NOTURNO - DIREITO
D10GNA,10º GAMA NOTURNO - DIREITO
D9AD,9º ALFA DIURNO - DIREITO
D9ANA,9º ALFA NOTURNO - DIREITO
D3AN,3º ALFA NOTURNO - DIREITO
D3GNA,3º GAMA NOTURNO - DIREITO
D4ANA,4º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D6ANA,6º ALFA NOTURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D7GNA,7º GAMA NOTURNO - DIREITO
D9AD,9º ALFA DIURNO - DIREITO
D9ANA,9º ALFA NOTURNO - DIREITO
D5ANA,5º ALFA NOTURNO - DIREITO
D6ANA,6º ALFA NOTURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D7GNA,7º GAMA NOTURNO - DIREITO
D10AD,10º ALFA DIURNO - DIREITO
D10ANA,10º ALFA NOTURNO - DIREITO
D10GNA,10º GAMA NOTURNO - DIREITO
D9AD,9º ALFA DIURNO - DIREITO
D9ANA,9º ALFA NOTURNO - DIREITO
D10AD,10º ALFA DIURNO - DIREITO
D10ANA,10º ALFA NOTURNO - DIREITO
D10GNA,10º GAMA NOTURNO - DIREITO
D9AD,9º ALFA DIURNO - DIREITO
D9ANA,9º ALFA NOTURNO - DIREITO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D7GNA,7º GAMA NOTURNO - DIREITO
D9AD,9º ALFA DIURNO - DIREITO
D9ANA,9º ALFA NOTURNO - DIREITO
D10AD,10º ALFA DIURNO - DIREITO
D10ANA,10º ALFA NOTURNO - DIREITO
D10GNA,10º GAMA NOTURNO - DIREITO
D2ANA,2º ALFA NOTURNO - DIREITO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
M3ADA,3º ALFA A DIURNO - MEDICINA
M3ADB,3º ALFA B DIURNO - MEDICINA
M3GDA,3º GAMA A DIURNO - MEDICINA
M3GDB,3º GAMA B DIURNO - MEDICINA
NUT1ANA,1º ALFA A NOTURNO - NUTRIÇÃO
NUT1ANB,1º ALFA B NOTURNO - NUTRIÇÃO
NUT1GNA,1º GAMA A NOTURNO - NUTRIÇÃO
NUT1GNB,1º GAMA B NOTURNO - NUTRIÇÃO
M3ADA,3º ALFA A DIURNO - MEDICINA
M3ADB,3º ALFA B DIURNO - MEDICINA
M3GDA,3º GAMA A DIURNO - MEDICINA
M3GDB,3º GAMA B DIURNO - MEDICINA
D3AN,3º ALFA NOTURNO - DIREITO
D3GNA,3º GAMA NOTURNO - DIREITO
M3ADA,3º ALFA A DIURNO - MEDICINA
M3ADB,3º ALFA B DIURNO - MEDICINA
M3GDA,3º GAMA A DIURNO - MEDICINA
M3GDB,3º GAMA B DIURNO - MEDICINA
M2BDA,2º BETA A DIURNO - MEDICINA
D3AN,3º ALFA NOTURNO - DIREITO
D3GNA,3º GAMA NOTURNO - DIREITO
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M3ADA,3º ALFA A DIURNO - MEDICINA
M3ADB,3º ALFA B DIURNO - MEDICINA
M3GDA,3º GAMA A DIURNO - MEDICINA
M3GDB,3º GAMA B DIURNO - MEDICINA
ADM1ANA,1º ALFA NOTURNO - ADMINISTRAÇÃO
ADM1GNA,1º GAMA NOTURNO - ADMINISTRAÇÃO
SIS1ANA,1º ALFA A NOTURNO - SISTEMAS DE INFORMAÇÃO
SIS1ANB,1º ALFA B NOTURNO - SISTEMAS DE INFORMAÇÃO
ADM1ANA,1º ALFA NOTURNO - ADMINISTRAÇÃO
ADM1GNA,1º GAMA NOTURNO - ADMINISTRAÇÃO
SIS1ANA,1º ALFA A NOTURNO - SISTEMAS DE INFORMAÇÃO
SIS1ANB,1º ALFA B NOTURNO - SISTEMAS DE INFORMAÇÃO
NUT1ANA,1º ALFA A NOTURNO - NUTRIÇÃO
NUT1ANB,1º ALFA B NOTURNO - NUTRIÇÃO
NUT1GNA,1º GAMA A NOTURNO - NUTRIÇÃO
NUT1GNB,1º GAMA B NOTURNO - NUTRIÇÃO
SIS1ANA,1º ALFA A NOTURNO - SISTEMAS DE INFORMAÇÃO
SIS1ANB,1º ALFA B NOTURNO - SISTEMAS DE INFORMAÇÃO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
D2ANA,2º ALFA NOTURNO - DIREITO
D7ANA,7º ALFA NOTURNO - DIREITO
D7GNA,7º GAMA NOTURNO - DIREITO
D9AD,9º ALFA DIURNO - DIREITO
D9ANA,9º ALFA NOTURNO - DIREITO
D10AD,10º ALFA DIURNO - DIREITO
D10ANA,10º ALFA NOTURNO - DIREITO
D10GNA,10º GAMA NOTURNO - DIREITO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
ADM1ANA,1º ALFA NOTURNO - ADMINISTRAÇÃO
ADM1GNA,1º GAMA NOTURNO - ADMINISTRAÇÃO
D1ANA,1º ALFA NOTURNO - DIREITO
D1GNA,1º GAMA NOTURNO - DIREITO
ADM1ANA,1º ALFA NOTURNO - ADMINISTRAÇÃO
ADM1GNA,1º GAMA NOTURNO - ADMINISTRAÇÃO
M1ADA,1º ALFA A DIURNO - MEDICINA
M1ADB,1º ALFA B DIURNO - MEDICINA
M1GDA,1º GAMA A DIURNO - MEDICINA
M1GDB,1º GAMA B DIURNO - MEDICINA
M2BDA,2º BETA A DIURNO - MEDICINA
M2BDB,2º BETA B DIURNO - MEDICINA
